tweet,selected_by_day,date,link,events,selected,journalist,keywords
Juré no7 est assermenté au procès #magnotta. Un professeur d'université.,,9/17/2014,https://twitter.com/#!/@IsabelleRicher/status/512307406349795328,,,@IsabelleRicher,est assermenté procès #magnotta professeur d'université
"Un athlète, un cycliste qui fait de la course de vélo, est le dernier candidat appelé ce matin. Il n'a pas été choisi #Magnotta",,9/18/2014,https://twitter.com/#!/@IsabelleRicher/status/512622928203350016,,,@IsabelleRicher,athlète cycliste fait course vélo est dernier candidat appelé matin ' a été choisi #Magnotta
"Le cellulaire de Me Luc Leclair, l'avocat de #Magnotta sonne alors qu'il choisit des jurés !",,9/18/2014,https://twitter.com/#!/@IsabelleRicher/status/512621763281559552,,,@IsabelleRicher,cellulaire Me Luc Leclair l'avocat #Magnotta sonne choisit jurés
Procès #Magnotta: la semaine prochaine sera consacrée à des points de droit; le procès devant jury ne commencera donc que le 29 septembre,,9/19/2014,https://twitter.com/#!/@IsabelleRicher/status/513051060433608704,arrestation,,@IsabelleRicher,Procès #Magnotta semaine prochaine sera consacrée points droit procès jury commencera 29 septembre
Bon.... Le procès #Magnotta commencera finalement lundi le 29 septembre à 9:30,,9/19/2014,https://twitter.com/#!/@IsabelleRicher/status/513049812737228800,journalistique,,@IsabelleRicher,Bon procès #Magnotta commencera lundi 29 septembre
Le jury est complété au procès #Magnotta mais on discute maintenant de la date du début du procès.,,9/19/2014,https://twitter.com/#!/@IsabelleRicher/status/513049464937136128,video,,@IsabelleRicher,jury est complété procès #Magnotta discute date début procès
Ne reste plus qu'un juré à choisir au procès #Magnotta,,9/19/2014,https://twitter.com/#!/@IsabelleRicher/status/512989087675203585,,,@IsabelleRicher,reste qu'un juré choisir procès #Magnotta
Choix du jury #Magnotta : parfois difficile de comprendre pourquoi une partie rejette un candidat qui semble excellent,,9/19/2014,https://twitter.com/#!/@IsabelleRicher/status/512983738784153600,,,@IsabelleRicher,jury #Magnotta difficile comprendre partie rejette candidat semble excellent
"Maintenant qu'il a accepté de se présenter devant les médias, le père de Jun Lin veut la paix, explique son avocat #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516682640758689793,famille,,@MessierSRC,qu'il a accepté présenter médias père Jun Lin veut paix explique avocat #Magnotta
"Père de Jun Lin s'est fait expliquer système judiciaire d'ici, rôle de la Couronne et aussi, celui de la défense. #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516682238797565953,famille,,@MessierSRC,Lin s ' est fait expliquer système judiciaire d'ici rôle Couronne défense #Magnotta
"Le père de Jun Lin «souffre tous les jours». Mais ne s'en remettra jamais totalement, dit son avocat #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516681881719685121,famille,1,@MessierSRC,père Jun Lin souffre tous jours s ' remettra dit avocat #Magnotta
"Père de Jun Lin entend être ici jusqu'au verdict, dit son avocat. Veut savoir ce qu'a subi son fils. Veut aussi savoir: pourquoi? #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516681020016701440,famille,1,@MessierSRC,Lin entend être jusqu'au verdict dit avocat Veut savoir qu'a subi fils Veut savoir #Magnotta
Père de la victime a trouvé matinée «difficile». A écouté depuis salle privée en pm pcq moins difficile. Il ne regarde pas les photos.,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516680520286371841,famille,,@MessierSRC,victime a trouvé matinée difficile écouté privée pm pcq difficile regarde photos
"Père de la victime ne veut rien dire sur #Magnotta ni sur la défense qu'il va présenter, dit son avocat.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516680053389033473,famille,,@MessierSRC,victime veut dire #Magnotta défense qu'il va présenter dit avocat
"Famille de la victime n'a pas de problème avec preuves graphiques présentées, dit leur avocat. Mais ne veut pas qu'elles circulent.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516679606523674624,famille,,@MessierSRC,Famille victime ' a problème preuves graphiques présentées dit avocat veut qu'elles circulent
"Le père de la victime ne donnera aucune entrevue d'ici le verdict, dit son avocat. #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516679335068315648,famille,1,@MessierSRC,père victime donnera entrevue d'ici verdict dit avocat #Magnotta
"L'avocat de la famille de la victime s'adresse aux médias après première journée de procès #Magnotta <a href=""http://t.co/g8uTJkfy6N"" target=""_blank"">http://t.co/g8uTJkfy6N</a>",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516679084848345090,Paris,,@MessierSRC,L'avocat famille victime s ' adresse médias première journée procès #Magnotta
"Fin de la journée au procès #Magnotta. Policière Simoneau présentera d'autres photos mardi, dès 9h30",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516674969452167168,procedure,,@MessierSRC,Fin journée procès #Magnotta Policière Simoneau présentera photos mardi 9h30
Toujours dans les poubelles de #Magnotta : un outil électrique. Rarement outil a eu l'air si menaçant...,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516673041812951041,preuve,,@MessierSRC,poubelles #Magnotta outil électrique outil a eu l'air menaçant
Photo 137 : 2e couvre-matelas avec «substances rougeâtres» + marteau + tournevis #Magnotta,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516671903583707138,preuve,,@MessierSRC,Photo couvre-matelas substances rougeâtres marteau tournevis #Magnotta
Simoneau poursuit description méticuleuse de tous objets retrouvés dans poubelles. Nous en sommes à la photo 136. #Magnotta,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516671495456948224,preuve,,@MessierSRC,Simoneau poursuit description méticuleuse tous objets retrouvés poubelles sommes photo 136 #Magnotta
Photo de literie avec «beaucoup de substances rougeâtres» maintenant montrée aux jurés. #Magnotta,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516669233997287424,preuve,1,@MessierSRC,substances rougeâtres montrée jurés #Magnotta
"Aussi trouvé dans un sac de poubelle: une partie de corps, que Simoneau a aussi photographiée. #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516667867128135680,preuve,,@MessierSRC,trouvé sac poubelle partie corps Simoneau a photographiée #Magnotta
Nous en sommes à la photo 104 de Mme Simoneau pour votre information... #Magnotta,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516665598693367808,preuve,,@MessierSRC,sommes photo 104 Mme Simoneau information #Magnotta
"Finalement, deux couteaux et une paire de ciseaux ont été retrouvés dans les sacs de poubelle #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516664455728734208,Paris,,@MessierSRC,couteaux paire ciseaux ont été retrouvés sacs poubelle #Magnotta
"Aussi retrouvé dans les poubelles : rideau de douche, lame de couteaux avec substance rougeâtre, gants -Simoneau #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516663802650439681,preuve,1,@MessierSRC,retrouvé poubelles rideau douche lame couteaux substance rougeâtre gants Simoneau #Magnotta
"Dans les poubelles, la police a retrouvé des bouts de papier identifiant #Magnotta dit Simoneau.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516663198003785728,preuve,,@MessierSRC,poubelles police a retrouvé bouts papier identifiant #Magnotta dit Simoneau
"Des items trouvés dans les poubelles ont été envoyés au laboratoire pour expertise, dit Simoneau. #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516662795598053376,preuve,,@MessierSRC,items trouvés poubelles ont été envoyés laboratoire expertise dit Simoneau #Magnotta
Simoneau décrit autres documents et articles retrouvés dans poubelles. Ex: lunettes fumées. #Magnotta,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516662137713065984,preuve,,@MessierSRC,Simoneau décrit autres documents articles retrouvés poubelles Ex lunettes fumées #Magnotta
"Simoneau présente série de photos de vêtements (polo saumon, bermuda carrelé, chandails, pantalon, etc.) trouvés dans poubelles #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516661556680335360,preuve,,@MessierSRC,Simoneau présente série photos vêtements polo saumon bermuda carrelé chandails pantalon trouvés poubelles #Magnotta
"Certains éléments retrouvés dans ces sacs ont été photographiés aussi, explique Simoneau. #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516659405723815936,preuve,,@MessierSRC,éléments retrouvés sacs ont été photographiés explique Simoneau #Magnotta
Simoneau explique que sacs de poubelle devant immeuble place Lucy près de la valise ont été ouverts un à un. #Magnotta,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516658892903030784,preuve,,@MessierSRC,Simoneau explique sacs poubelle immeuble place Lucy valise ont été ouverts #Magnotta
Première photo de la partie de corps trouvée dans la valise. Je m'en tiendrai à ça. Je ne décrirai pas davantage. #Magnotta,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516658037051113473,preuve,,@MessierSRC,Première photo partie corps trouvée valise m ' décrirai #Magnotta
Simoneau explique où a été trouvée valise contenant une partie de corps. Valise en partie ouverte. #Magnotta,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516657351072694272,preuve,,@MessierSRC,Simoneau explique a été trouvée valise contenant partie corps Valise ouverte #Magnotta
"Simoneau présente photos d'amoncellement de déchets près du 5309, place Lucy. #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516656074003578880,colis,,@MessierSRC,Simoneau présente photos déchets Lucy #Magnotta
"Photos de Simoneau ont été prises 29 mai 2012, dans un secteur situé à l'angle de Décarie/place Lucie #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516654933027086336,-,,@MessierSRC,Simoneau ont été prises 29 mai secteur situé l'angle Décarie place Lucie #Magnotta
Procureur Bouthillier remet des copies du rapport photographique de Simoneau au jury. Témoignage reprend. #Magnotta,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516654328019714048,-,,@MessierSRC,Procureur Bouthillier remet copies rapport photographique Simoneau jury Témoignage reprend #Magnotta
"Procès #Magnotta reprend, avec le témoignage de la policière Simoneau, qui a pris des photos d'une valise contenant une partie de corps.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516653367255629824,procedure,,@MessierSRC,Procès #Magnotta reprend témoignage policière Simoneau a pris photos d'une valise contenant partie corps
Pause du midi au procès #Magnotta. De retour avec le témoignage de la policière Simoneau vers 13h45-14h.,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516624323785007105,video,,@MessierSRC,Pause midi procès #Magnotta retour témoignage policière Simoneau
"Simoneau a pris plus de 100 photos, notamment du contenu de la valise. Il y a eu de la pluie cette journée-là, travail perturbé. #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516623057654652928,preuve,,@MessierSRC,Simoneau a pris photos contenu valise a eu pluie journée-là travail perturbé #Magnotta
"Simoneau explique ce qu'elle a vu sur les lieux, a vérifié le contenu de la valise. Est restée sur place une 12aine d'heures. #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516622249692901376,preuve,,@MessierSRC,Simoneau explique qu'elle a vu lieux a vérifié contenu valise Est restée place 12aine d'heures #Magnotta
"29 mai 2012, on m'appelle pour un  tronc dans une valise, secteur Côte-des-Neiges. Arrivé sur les lieux peu après midi -Simoneau. #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516621485809483777,colis,,@MessierSRC,29 mai m ' appelle tronc valise secteur Côte-des-Neiges Arrivé lieux #Magnotta
Simoneau est policière au SPVM depuis 18 ans. Fait de l'identité judiciaire depuis 2005. Elle témoigne en français.,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516620979527639041,preuve,,@MessierSRC,Simoneau est policière SPVM ans Fait l'identité judiciaire témoigne français
"Sur ce, fin de l'allocution de Me Leclair. La Couronne appelle à la barre Caroline Simoneau, technicienne en scène de crime. #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516620561942732800,procedure,,@MessierSRC,fin l'allocution Me Leclair Couronne appelle technicienne scène crime #Magnotta
"«Vous ne perdrez pas votre temps», dit Me Leclair au jury. «J'entends vous montrer qu'il est non-criminellement responsable». #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516620172514185216,juridique,,@MessierSRC,perdrez temps dit Me Leclair jury J'entends montrer est responsable #Magnotta
"#Magnotta a été vu dans trois cliniques de Toronto. Un médecin torontois viendra témoigner de son parcours, dit Me Leclair.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516619868624277504,arrestation,,@MessierSRC,#Magnotta a été vu cliniques Toronto médecin torontois viendra témoigner parcours dit Me Leclair
Me Leclair dit que #Magnotta est schizophrène. Ce sera au coeur de de sa défense.,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516619513387696129,problemes mentaux,1,@MessierSRC,Me Leclair dit #Magnotta est schizophrène sera défense
Leclair dit qu'il déposera un rapport psychiatrique concernant #Magnotta Deux psychiatres seront appelés par la défense.,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516618749302931457,problemes mentaux,,@MessierSRC,Leclair dit déposera rapport psychiatrique #Magnotta psychiatres seront appelés défense
"Le psychiatre qui a rencontré #Magnotta après son arrestation dans un café Internet de Berlin témoignera, ditr Me Leclair.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516618460378312704,problemes mentaux,,@MessierSRC,psychiatre a rencontré #Magnotta arrestation café Internet Berlin témoignera ditr Me Leclair
"#Magnotta croyait que la police de Toronto le cherchait, dit Me Leclair. Un an avant crime allégué, il parlait souvent d'un dénommé «Manny»",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516617713209180160,arrestation,,@MessierSRC,#Magnotta croyait police Toronto cherchait dit Me Leclair an crime allégué parlait dénommé Manny
"La vie «chaotique» de #Magnotta va être établie par son parcours médical, dit en somme Me Leclair.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516617447999164417,passe,,@MessierSRC,vie chaotique #Magnotta va être établie parcours médical dit Me Leclair
"#Magnotta souffrait d'une psychose, selon diagnostic reçu dans un hôpital de Floride, dit son avocat, Me Leclair.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516616739413442560,problemes mentaux,1,@MessierSRC,#Magnotta souffrait psychose diagnostic reçu hôpital Floride dit avocat Me Leclair
#Magnotta a vu psychiatre à l'hôpital général juif de Montréal avant mort de Lin. Diagnostic: «borderline personnality disorder» -Leclair,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516616253989871617,problemes mentaux,1,@MessierSRC,#Magnotta a vu psychiatre général juif Montréal mort Lin Diagnostic borderline personnality disorder
"Vous allez avoir le dossier médical de #Magnotta, dit son avocat, Me Leclair, au jurés.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516615690044710912,-,,@MessierSRC,allez avoir dossier médical #Magnotta dit avocat Me Leclair jurés
"Avocat de #Magnotta entend faire témoigner médecin de l'hôpital Maisonneuve, qui a vu son client deux mois avant meurtre de Jun Lin.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516615388193239040,procedure,,@MessierSRC,Avocat #Magnotta entend faire témoigner médecin l'hôpital Maisonneuve a vu client deux mois meurtre Jun Lin
"Leclair dit qu'il entend faire témoigner le père de Magnotta, qui est schizophrène. Il parlera de l'historique familial en la matière.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516615089898528768,corps,,@MessierSRC,Leclair dit entend faire témoigner père Magnotta est schizophrène parlera l'historique familial matière
Me Leclair entend prouver que #Magnotta souffrait d'un problème d'ordre mental lorsqu'il a commis les gestes qui lui sont reprochés.,1,9/29/2014,https://twitter.com/#!/MessierSRC/status/516614388321505280,arrestation,1,@MessierSRC,Me Leclair entend prouver #Magnotta souffrait problème d'ordre mental lorsqu'il a commis gestes sont reprochés
Leclair explique qu'il s'attardera à l'état d'esprit de #Magnotta au moment où les gestes qui lui sont reprochés ont été commis.,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516614119462416386,problemes mentaux,,@MessierSRC,Leclair explique qu'il s ' attardera d'esprit #Magnotta moment gestes sont reprochés ont été commis
"L'avocat de #Magnotta, Luc Leclair, s'adresse aux jurés en français. Une 1ère depuis ce matin. Procès se déroulera surtout en anglais.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516613885378314241,Paris,,@MessierSRC,L'avocat #Magnotta Luc Leclair s ' adresse jurés français 1ère matin Procès déroulera anglais
"Procès #Magnotta reprend. Son avocat, Luc Leclair, va s'adresser au jury.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516613102142361600,procedure,,@MessierSRC,Procès #Magnotta reprend avocat Luc Leclair va s ' adresser jury
"Pause au procès #Magnotta. Au retour: allocution d'ouverture de l'avocat de Magnotta, Me Leclair",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516606990991499264,corps,,@MessierSRC,Pause procès #Magnotta retour allocution d'ouverture l'avocat Magnotta Me Leclair
"Premier témoin de la Couronne sera Caroline Simoneau, femme qui a pris des photos de la scène de crime. #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516606316409016320,Profil témoin,,@MessierSRC,Premier témoin Couronne sera a pris photos scène crime #Magnotta
Procureur Bouthillier dit qu'il compte prendre 3-4 semaines pour étaler la preuve de la Couronne. #Magnotta,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516606103816511488,-,,@MessierSRC,Procureur Bouthillier dit qu'il prendre semaines étaler preuve Couronne #Magnotta
Procureur dit que vidéo montre individu dans la même position que Jun Lin une semaine avant le meurtre. #Magnotta,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516605842532339712,-,,@MessierSRC,Procureur dit vidéo montre individu même position Jun Lin semaine meurtre #Magnotta
"Procureur Bouthillier rappelle que la vidéo filmée et diffusée par #Magnotta est graphique, sordire, troublante.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516605545785331712,-,1,@MessierSRC,Procureur Bouthillier rappelle vidéo filmée diffusée #Magnotta est graphique sordire troublante
Le conjoint de Jun Lin va témoigner au procès dit procureur Bouthillier. Vidéo faite par #Magnotta sera présentée.,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516604963188137986,lin jun,,@MessierSRC,conjoint Jun Lin va témoigner procès dit faite #Magnotta sera présentée
"Procès #Magnotta : plusieurs témoins, dont le concierge de son immeuble, témoins venant d'Allemagne, etc.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516604364472201216,procedure,,@MessierSRC,Procès #Magnotta témoins concierge immeuble témoins venant d'Allemagne
Procureur de la Couronne Bouthillier entend prouver que le meurtre a été planifié six mois à l'avance. #Magnotta,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516603074891509761,-,1,@MessierSRC,Procureur Couronne Bouthillier entend prouver meurtre a été planifié mois l'avance #Magnotta
"Le procureur de la Couronne, Louis Bouthillier, fait maintenant sa déclaration d'ouverture au procès #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516602100428857345,procedure,,@MessierSRC,procureur Couronne Louis Bouthillier fait déclaration d'ouverture procès #Magnotta
"en somme, procès ressemble maintenant à celui Guy Turcotte. #Magnotta a tué Jun Lin, mais est-il criminellement responsable?",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516601557077721088,juridique,,@MessierSRC,procès ressemble Guy Turcotte #Magnotta a tué Lin criminellement responsable
"#magnotta admet avoir commis les gestes qui lui sont reprochés, annonce juge. Mais avait-il état d'esprit nécessaire pour être coupable?",2,9/29/2014,https://twitter.com/#!/MessierSRC/status/516600608535887872,juridique,1,@MessierSRC,#magnotta admet avoir commis gestes sont reprochés annonce juge état d'esprit nécessaire être coupable
"Pour prononcer #Magnotta coupable, vous devez en être certain hors de tout doute raisonnable, rappelle juge Cournoyer au jury",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516599937531150337,juridique,1,@MessierSRC,prononcer coupable devez être certain raisonnable rappelle juge Cournoyer jury
#magnotta a présomption d'innocence jusqu'à ce que le jury décide autrement. Fardeau de la preuve est celui de la Couronne -juge Cournoyer,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516599493014593536,juridique,,@MessierSRC,#magnotta a présomption d'innocence jusqu jury décide Fardeau preuve est juge Cournoyer
Juge précise que les 14 jurés vont suivre procès #Magnotta; il sélectionnera les 12 qui prononceront le verdict à la fin,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516594328576077825,procedure,,@MessierSRC,Juge précise 14 jurés vont suivre procès #Magnotta sélectionnera 12 prononceront verdict fin
Juge Cournoyer s'adresse au jury. Explique sa décision d'avoir 14 jurés + leurs responsabilités. #Magnotta,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516593765805735937,procedure,,@MessierSRC,Cournoyer s ' adresse jury Explique décision d'avoir jurés responsabilités #Magnotta
L'acte d'accusation est lu. #Magnotta plaide non-coupable à tous les chefs. Dit simplement «not guilty». Voix un peu faiblarde.,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516593352272535552,juridique,1,@MessierSRC,L'acte d'accusation est lu #Magnotta plaide non-coupable tous chefs Dit not guilty Voix faiblarde
"Deux des 16 jurés sont remerciés. Il en reste 14, incluant deux suppléants. Seuls 12 vont se prononcer. #Magnotta",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516592751425904640,procedure,,@MessierSRC,sont remerciés reste 14 incluant suppléants Seuls 12 vont prononcer #Magnotta
Fin du débat entre juge et procureurs au procès #Magnotta. Le jury fait son entrée dans la salle d'audiences.,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516592262776885248,procedure,,@MessierSRC,Fin débat juge procureurs procès #Magnotta jury fait entrée salle d'audiences
"Procès #Magnotta commence par débat entre procureur de la Couronne et juge Cournoyer, en l'absence du jury.",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516584406346379267,procedure,,@MessierSRC,Procès #Magnotta commence débat procureur Couronne juge Cournoyer l'absence jury
Procès #Magnotta commence. Deux salles de débordement ouvertes pour les journalistes et le public.,,9/29/2014,https://twitter.com/#!/MessierSRC/status/516582958216773632,procedure,1,@MessierSRC,Procès #Magnotta commence salles débordement ouvertes journalistes public
"#magnotta, quelque peu attendu par la presse devant la palais de justice de Montréal <a href=""http://t.co/QrR7ZizhTD"" target=""_blank"">http://t.co/QrR7ZizhTD</a>",,9/29/2014,https://twitter.com/#!/MessierSRC/status/516576714206760960,procedure,,@MessierSRC,#magnotta attendu presse palais justice Montréal
La famille est extrêmement reconnaissante que le juge Guy Cournoyer préside ce procès. #Magnotta un juge humain et expérimenté,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516679501577986048,famille,,@IsabelleRicher,famille est reconnaissante juge Guy Cournoyer préside procès #Magnotta juge humain expérimenté
Le père de Lin Jun préfère suivre le procès dans une petite salle privée mise à la disposition de la famille. #Magnotta,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516678926106914816,Problemes mentaux,,@IsabelleRicher,père Lin Jun préfère suivre procès petite salle privée mise disposition famille #Magnotta
L'avocat des parents de Lin Jun remercie le juge de la compassion dont il fait preuve à l'endroit de la famille,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516678485046460416,ambiance,,@IsabelleRicher,L'avocat parents Lin Jun remercie juge compassion fait preuve l'endroit famille
Me Leclair dit aux jurés qu'ils ne perdent pas leur temps: «j'entends démontrer qu'il est non criminellement responsable» #Magnotta,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516626733710446592,juridique,,@IsabelleRicher,Me Leclair dit jurés qu'ils perdent temps entends démontrer est responsable #Magnotta
"L'avocat de #Magnotta assure que son client est un schizophrène paranoïaque, qu'il entendait des voix et se sentait persécuté.",,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516626200044007426,ambiance,,@IsabelleRicher,L'avocat #Magnotta assure client est schizophrène paranoïaque entendait voix sentait persécuté
L'avocat ajoute que #Magnotta a reçu un diagnostic de personnalité borderline,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516616474778431490,Problemes mentaux,,@IsabelleRicher,L'avocat ajoute #Magnotta a reçu diagnostic personnalité borderline
Le père de #Magnotta témoignera dit l'avocat de la défense. Le père de Magnotta est schizophrène. Il parlera de la vie de son fils.,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516615972015595521,Problemes mentaux,,@IsabelleRicher,père #Magnotta témoignera dit défense père Magnotta est schizophrène parlera vie fils
L'avocat de #Magnotta explique au jury que son client souffrait d'un désordre mental.,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516615473820336129,ambiance,,@IsabelleRicher,L'avocat #Magnotta explique jury client souffrait désordre mental
La couronne entend démontrer que #magnotta planifiait son crime depuis 6 mois.,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516604868422033408,juridique,,@IsabelleRicher,entend démontrer planifiait crime mois
La couronne s'adresse maintenant au jury #Magnotta,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516602017306144769,juridique,,@IsabelleRicher,s ' adresse jury #Magnotta
Tout va se jouer sur l'état mental de #Magnotta au moment des crimes qu'on lui reproche.,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516601083490500608,juridique,,@IsabelleRicher,Tout va jouer mental #Magnotta moment crimes reproche
Le juge au jury #Magnotta : l'accusé admet les gestes mais vous devrez décider s'il avait «l'état d'esprit requis»,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516600815159902208,juridique,,@IsabelleRicher,juge jury #Magnotta l'accusé admet gestes devrez décider s ' avait l'état d'esprit requis
Le juge prévient le jury que l'avocat de #Magnotta s'adressera à lui après la déclaration d'ouverture de la couronne.,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516596462063734784,juridique,,@IsabelleRicher,juge prévient jury l'avocat #Magnotta s ' adressera déclaration d'ouverture
Le juge invite le jury à ne pas prendre connaissance des reportages et à se concentrer sur la preuve faite en cour #Magnotta,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516594970648936449,juridique,,@IsabelleRicher,juge invite jury prendre connaissance reportages concentrer preuve faite #Magnotta
"Sans surprise #Magnotta plaide non-coupable, d'une voix faible , aux 5 chefs d'accusation",,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516593198467399680,juridique,,@IsabelleRicher,surprise #Magnotta plaide non-coupable d'une voix faible 5
#Magnotta est officiellement mis en accusation.,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516592595603320832,passe,,@IsabelleRicher,#Magnotta est mis accusation
Le jury prend place au procès #Magnotta. Après en débat en droit de 45 minutes. Le juge s'adresse aux 16 jurés,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516592144820502529,procédure,,@IsabelleRicher,jury prend place procès #Magnotta débat minutes juge s ' adresse 16 jurés
Le procès #Magnotta commence avec un débat hors jury. Interdit de rapporter ce qui se dit pour le moment,,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516584896589225985,Profil témoin,,@IsabelleRicher,procès #Magnotta commence débat jury Interdit rapporter dit moment
"Souhaitez moi bonne chance, je couvre le proces #Magnotta",,9/29/2014,https://twitter.com/#!/@IsabelleRicher/status/516572841421340672,journalistique,,@IsabelleRicher,Souhaitez bonne chance couvre proces #Magnotta
"Fin de la journée au procès #Magnotta. Policière Simoneau poursuivra son témoignage mercredi, 9h30.",,9/30/2014,https://twitter.com/#!/MessierSRC/status/517045795800236032,procedure,,@MessierSRC,Fin journée procès #Magnotta Policière Simoneau poursuivra témoignage mercredi 9h30
L'avocat de #Magnotta rappelle que Montréal a vécu mouvement Occupons Montréal et grève étudiante en 2012. Puis il enchaîne...,,9/30/2014,https://twitter.com/#!/MessierSRC/status/517045405314338816,Paris,,@MessierSRC,L'avocat #Magnotta rappelle Montréal a vécu mouvement Occupons Montréal grève étudiante enchaîne
L'avocat de #Magnotta demande toujours à la policière de préciser le numéro du sac dans lequel l'item a été trouvé.,,9/30/2014,https://twitter.com/#!/MessierSRC/status/517042539288072192,Paris,,@MessierSRC,L'avocat #Magnotta demande policière préciser numéro sac l'item a été trouvé
