tweet,date,link,events,selected,journalist
Le jury visionne les images captées par les caméras de surveillance de l'immeuble où habitait #Magnotta,10/2/2014,https://twitter.com/#!/@IsabelleRicher/status/517765067061088256,Berlin,,@IsabelleRicher
La sergent dét Claudette Hamelin des crimes majeurs du SPVM. Elle reçoit un appel le 29 mai 12 à 10:50 pour mort suspecte #Magnotta,10/2/2014,https://twitter.com/#!/@IsabelleRicher/status/517753578996629504,Profil témoin,,@IsabelleRicher
Mais aussi des séquences des caméras d'une pharmacie où #Magnotta s'est rendu en soirée le 25 mai 2012. Un bureau de poste s'y trouvait,10/2/2014,https://twitter.com/#!/@IsabelleRicher/status/517747522455212033,video surveillance,,@IsabelleRicher
Le policier Savard a extrait des séquences de caméras de surveillance de l'immeuble où habitait #Magnotta,10/2/2014,https://twitter.com/#!/@IsabelleRicher/status/517746604762492928,arrestation,,@IsabelleRicher
Le policier Luc Savard qui était aux crimes technologiques en mai 2012 s'amène à la barre. #Magnotta,10/2/2014,https://twitter.com/#!/@IsabelleRicher/status/517742228748636160,arrestation,,@IsabelleRicher
"Procès #Magnotta : le concierge Michael Nadeau, qui a découvert une partie du corps de la victime, est le 6e témoin de la poursuite.",10/2/2014,https://twitter.com/#!/@IsabelleRicher/status/517741135427817472,arrestation,,@IsabelleRicher
Ok c'est reparti au procès #Magnotta avec le contre interro de la policière Caroline Simoneau.,10/2/2014,https://twitter.com/#!/@IsabelleRicher/status/517688105093316608,procédure,,@IsabelleRicher
Oups... Le jury est déjà invité à se retirer à nouveau ! #Magnotta on n'avance pas vite ...,10/2/2014,https://twitter.com/#!/@IsabelleRicher/status/517686572167491584,procédure,,@IsabelleRicher
Le jury entre au procès #Magnotta après une heure de débats hors leur présence.... Ça peut enfin reprendre.,10/2/2014,https://twitter.com/#!/@IsabelleRicher/status/517684922191216640,procédure,,@IsabelleRicher
Fin de la journée au procès #Magnotta. Témoignage de Sarganis se poursuivra ultérieurement.,10/20/2014,https://twitter.com/#!/MessierSRC/status/524296422397456385,procedure,,@MessierSRC
"Les trois vidéos qui correspondaient (caméra et ordi portatif) avaient été filmées le 19 mai 2012, dit Sarganis #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524294912259264512,video,,@MessierSRC
"La vidéo diffusée sur Internet le 25 mai se trouvait sur la carte-mémoire de la caméra numérique de #Magnotta, dit Sarganis",10/20/2014,https://twitter.com/#!/MessierSRC/status/524294639390441473,video,,@MessierSRC
"Parmi les quatres photos qui correspondaient s'en trouvaient deux de la scène de crime, dit Sarganis. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524294358590169088,video,,@MessierSRC
Caméras et ordi portatif de #Magnotta: Sarganis explique qu'il y avait correspondance entre 3 vidéos et 4 photos.,10/20/2014,https://twitter.com/#!/MessierSRC/status/524292649134460929,video,,@MessierSRC
"Sarganis explique qu'il a collaboré avec son collègue Frank Massa, qui se penchait sur l'ordi portatif de #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524290696841134080,Profil témoin,,@MessierSRC
"Panagiotis Sarganis, de l'unité des crimes technologiques du SPVM, poursuit son témoignage au procès #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524290239703965699,Profil témoin,,@MessierSRC
Pause de l'après-midi au procès #Magnotta,10/20/2014,https://twitter.com/#!/MessierSRC/status/524281823648808960,procedure,,@MessierSRC
"2e rapport de Sarganis, en février 2013, avait pour objectif de trouver date de prise des photos, dit le témoin #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524281479455842305,,,@MessierSRC
"Mon collègue Frank Massa a examiné ordi portatif de #Magnotta, dit Sarganis. C'est le prochain témoin, dit la Couronne",10/20/2014,https://twitter.com/#!/MessierSRC/status/524280920795521024,Profil témoin,,@MessierSRC
"Idem pour les fichiers vidéos, exception faite de trois, où la dernière date d'accès est le 22 mai, donc avant le meurtre #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524280583477018624,video,,@MessierSRC
Sarganis conclut que la dernière date d'accès à l'appareil par ordi pour photos de scène de crime est le 25 mai 2012 #Magnotta,10/20/2014,https://twitter.com/#!/MessierSRC/status/524280303473672192,video,,@MessierSRC
"Rapport du 1er juin 2012: la carte-mémoire de l'appareil photo pouvait contenir 4 Gigabytes, ce qui est peu, selon lui. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524278749253357568,video,,@MessierSRC
Les rapports rédigés par Sarganis sont déposés en preuve par la Couronne. #Magnotta,10/20/2014,https://twitter.com/#!/MessierSRC/status/524278333803335680,procedure,,@MessierSRC
"En février, la caméra fonctionnait, dit Sarganis. La date qui y figurait par défaut était le 1er janvier 2005 #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524277633044213761,video,,@MessierSRC
"En février 2013, on a demandé à Sarganis de dater certaines photos de la carte-mémoire de la caméra #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524277248632041472,video,,@MessierSRC
"Les photos effacées n'étaient pas celles de la scène de crime, dit Sarganis. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524276796389605376,video,,@MessierSRC
Certaines des 505 photos avaient été effacées mais ont été récupérées par Sarganis. #Magnotta,10/20/2014,https://twitter.com/#!/MessierSRC/status/524276431195750402,video,,@MessierSRC
"Sarganis a classé 505 photos en 4 catégories, dont certaines avaient été prises sur scène de crimes #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524276188332982272,video,,@MessierSRC
"Dans la caméra, il y avait 15 films et 505 photos, explique le policier Sarganis. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524275706277396481,video,,@MessierSRC
"En 4 ou 5 heures, Sarganis a extrait des images de la caméra, qui était mouillée. Était dans les vidanges, ne fonctionnait pas #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524275436227145728,video,,@MessierSRC
Sarganis a commencé à travailler dans dossier #Magnotta 1er juin 2012. Il devait étudier carte mémoire d'une caméra numérique,10/20/2014,https://twitter.com/#!/MessierSRC/status/524274989508616192,video,,@MessierSRC
Me Leclair ne s'oppose pas à ce que Sarganis témoigne à titre d'expert en informatique judiciaire. Son témoignage commence #Magnotta,10/20/2014,https://twitter.com/#!/MessierSRC/status/524274599882928128,arrestation,,@MessierSRC
"Sarganis maintenant contre-interrogé par l'avocat de #Magnotta, Luc Leclair, dans le cadre du débat pour le déclarer témoin expert.",10/20/2014,https://twitter.com/#!/MessierSRC/status/524273550367424512,procedure,,@MessierSRC
"Sarganis est spécialisé en informatique judiciaire. Étudie appareils électroniques, infos contenues sur cartes-mémoire, etc. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524273309140402176,Profil témoin,,@MessierSRC
"Sarganis explique les formations suivies ces dernières années, les dossiers sur lesquels il a travaillés, etc. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524272680854638592,Profil témoin,,@MessierSRC
"Sarganis est de la section des crimes technologiques du SPVM, comme Nadine Paoliello, qui a été entendue la semaine dernière #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524271439734927360,Profil témoin,,@MessierSRC
"Fin du témoignage de Kelm. Couronne appelle à la barre Panagiotis Sarganis, du SPVM. Elle veut qu'il témoigne comme expert. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524271219064184832,procedure,,@MessierSRC
"Qui est Neil Fenton? L'info que j'ai eue est qu'il est le premier mari de Laureen Teskey, la femme du PM Harper, dit-elle #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524270560420036608,colis,,@MessierSRC
"Kelm est arrivée vers 14h20 aux bureaux d'Ottawa du PCC, le 29 mai 2012. Des agents de la GRC étaient là. Elle a appelé Benoît #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524270163760525312,colis,,@MessierSRC
"Nouveau témoin de la Couronne : la policière Theresa Kelm, de la police d'Ottawa. Elle explique son rôle dans l'affaire #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524269632388358144,Profil témoin,,@MessierSRC
"Cinq minutes plus tard, la police est arrivée au bureau de Benoit. La boîte était scellée. Fin du témoignage de Benoît #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524269226589454337,colis,,@MessierSRC
"Vers 17h20, le 29 mai 2012, a reçu un appel. Le 2e colis avait (celui du PLC) été reçu à Postes Canada. Elle a prévenu la police #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524268792806121473,colis,,@MessierSRC
"Benoit a vérifié, appris que les deux colis avaient été postés depuis Montréal. L'autre n'avait pas encore été livré. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524268467697246209,colis,,@MessierSRC
La police d'Ottawa a informé Benoit du colis contenant une partie de corps qui avait été reçu au PCC #Magnotta,10/20/2014,https://twitter.com/#!/MessierSRC/status/524268262524456961,colis,,@MessierSRC
"En mai 2012, Benoit travaillait au bureau de traitement de Postes Canada à Ottawa. Elle a reçu un appel de la police 29 mai 2012 #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524268039634948096,colis,,@MessierSRC
"Procès #Magnotta reprend avec nouveau témoin de la Couronne: Geneviève Benoît, inspectrice à Postes Canada.",10/20/2014,https://twitter.com/#!/MessierSRC/status/524267725032792065,procedure,,@MessierSRC
"Une employée du Parti conservateur du Canada, Jenni Byrne, témoigne au procès #Magnotta <a href=""http://t.co/qcOY0CW7Qc"" target=""_blank"">http://t.co/qcOY0CW7Qc</a>",10/20/2014,https://twitter.com/#!/MessierSRC/status/524238513084985344,Profil témoin,,@MessierSRC
Fin du contre-interrogatoire de Pombert. Procès #Magnotta ajourne jusqu'à 14h30.,10/20/2014,https://twitter.com/#!/MessierSRC/status/524214638154874880,procedure,,@MessierSRC
"Sur note manuscrite dans colis au PCC, on peut voir le nom de «Neil Fanton». Personne n'a encore pu dire de qui il s'agit... #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524213770785423360,colis,,@MessierSRC
"Fin de l'interrogatoire principal de Pombert, maintenant contre-interrogée par l'avocat de #Magnotta, Luc Leclair.",10/20/2014,https://twitter.com/#!/MessierSRC/status/524213259784970240,procedure,,@MessierSRC
Ce colis destiné au PLC intercepté par Postes Canada avait aussi été envoyé par #Magnotta en utilisant le nom de Renée Bordelais.,10/20/2014,https://twitter.com/#!/MessierSRC/status/524212723811635200,colis,,@MessierSRC
"Ce second colis était destiné au Parti libéral du Canada, dit Pombert, qui montre les photos de son contenant. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524212398065209344,colis,,@MessierSRC
"Un second colis a été intercepté par Postes Canada. Il contenait une autre partie de corps, explique Pombert. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524212031336235008,colis,,@MessierSRC
"Colis avait été envoyé par #Magnott évidemment, malgré le nom de Renée Bordelais inscrit dessus.",10/20/2014,https://twitter.com/#!/MessierSRC/status/524211768521142273,colis,,@MessierSRC
Le colis en question avait été envoyé directement au Parti conservateur. Adresse de retour au nom de Renée Bordelais. #Magnotta,10/20/2014,https://twitter.com/#!/MessierSRC/status/524211479424159744,colis,,@MessierSRC
Des photos prises au QG du PCC par Pombert sont montrées au jury. On voit le colis et son contenant. #Magnotta,10/20/2014,https://twitter.com/#!/MessierSRC/status/524210388142129152,video,,@MessierSRC
Pombert dit qu'on lui a demandé de prendre des photos du colis sur place. Partie de corps ensuite envoyėe à la morgue. #Magnotta,10/20/2014,https://twitter.com/#!/MessierSRC/status/524209509095718912,colis,,@MessierSRC
Ponbert explique qu'on l'a appelée pour un colis suspect le 29 mai 2012. Il contenait une partie de corps. #Magnotta,10/20/2014,https://twitter.com/#!/MessierSRC/status/524209049412583425,colis,,@MessierSRC
"Une policière d'Ottawa, Chantal Ponbert, témoigne. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524208635061481472,colis,,@MessierSRC
"Fin du témoignage de Jenni Byrne, qui n'est pas contre-interrogée. Couronne appelle nouveau témoin à la barre. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524208275748044800,procedure,,@MessierSRC
"Byrne dit qu'elle a prévenu directeur du cabinet du PM Nigel Wright, après 14h. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524207995178455040,colis,,@MessierSRC
Police d'Ottawa est venue en 15 min. Byrne n'a jamais regardé elle-même ce que contenait le colis. #Magnotta,10/20/2014,https://twitter.com/#!/MessierSRC/status/524207530567041024,colis,,@MessierSRC
"Dans ce sac, il y avait un autre paquet. Ça sentait «très mauvais». Ça m'inquiétait, dit Byrne. Son assistante a appelé 911 #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524207253109616640,colis,,@MessierSRC
"Selon Byrne, colis était adressé au PCC, à moitié ouvert. Elle l'a ouvert. Il y avait qq chose enveloppé dans sac de vidange #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524206736836923392,colis,,@MessierSRC
"29 mai 2012: ver 10:30-10h45, mon assistante m'a remis un colis dans mon bureau, dit Byrne. Elle le décrit. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524206295491289088,colis,,@MessierSRC
"Nouveau témoin de la Couronne: Jenni Byrne, directrice opérations politiques du Parti conservateur. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524205945401139200,Profil témoin,,@MessierSRC
"Fin de l'interrogatoire principal de Law, qui ne se souvient pas de #Magnotta. Contre-interro éclair. Nouveau témoin appelé.",10/20/2014,https://twitter.com/#!/MessierSRC/status/524205631281299457,procedure,,@MessierSRC
"Un colis envoyé à Louise Jones, école St. Georges, à Vancouver. L'autre destiné à False Creek Elementary School. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524205345724727296,colis,,@MessierSRC
"Couronne a seconde facture, émise 3 minutes + tard. Mandat-poste pour 100$ US. À l'ordre d'une compagnie. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524203545592365056,procedure,,@MessierSRC
"#Magnotta a envoyé deux colis réguliers le 26 mai 2012 + un timbre pour les États-Unis, dit Law.",10/20/2014,https://twitter.com/#!/MessierSRC/status/524203125906092032,arrestation,,@MessierSRC
"Couronne dépose en preuve facture de l'envoi postal de #Magnotta le 26 mai 2012, à 12:10. Interroge Law à ce sujet.",10/20/2014,https://twitter.com/#!/MessierSRC/status/524202278165954561,procedure,,@MessierSRC
"Les images ont été filmées le 26 mai 2012, peu après midi #Magnotta quittera son appart. qq heures + tard. Prendra l'avion pour Paris",10/20/2014,https://twitter.com/#!/MessierSRC/status/524201611225481216,ordinateur,,@MessierSRC
"Couronne présente plusieurs extraits vidéos captés à l'époque, montrant les lieux où travaillait Law. #Magnotta y apparaît.",10/20/2014,https://twitter.com/#!/MessierSRC/status/524200500431192065,preuve,,@MessierSRC
"Law dit que des policiers ont voulu le rencontrer, en juin 2012, croit-il, pour identifier un individu sur vidéo de surveillance. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524199104214491136,colis,,@MessierSRC
"En mai 2012, Law travaillait à un comptoir postal de la rue Ste-Catherine O., à Montréal. Au complexe Les Ailes. #Magnotta",10/20/2014,https://twitter.com/#!/MessierSRC/status/524198291207360513,colis,,@MessierSRC
"Procès #Magnotta reprend après discussions hors jury. Nouveau témoin de la Couronne: Vee Foong Law, ex-préposé, Postes Canada.",10/20/2014,https://twitter.com/#!/MessierSRC/status/524197970066280448,procedure,,@MessierSRC
"Bien que beaucoup de photos aient été effacées, l'enquêteur a pu les récupérer #Magnotta",10/20/2014,https://twitter.com/#!/@IsabelleRicher/status/524277868596297728,preuve,,@IsabelleRicher
Dans cette caméra il a trouvé 505 photos et 15 vidéos. #Magnotta,10/20/2014,https://twitter.com/#!/@IsabelleRicher/status/524276201373048832,preuve,,@IsabelleRicher
L'enquêteur a mis de 4 à 5h pour retirer les données de la carte mémoire provenant de la caméra de #Magnotta,10/20/2014,https://twitter.com/#!/@IsabelleRicher/status/524275743145357312,preuve,,@IsabelleRicher
L'enquêteur a examiné une carte mémoire trouvée dans le matériel appartenant à #Magnotta,10/20/2014,https://twitter.com/#!/@IsabelleRicher/status/524273332150345728,preuve,,@IsabelleRicher
Maintenant au tour du SD Sarganis de l'escouade des crimes technologiques du SPVM au procès #Magnotta,10/20/2014,https://twitter.com/#!/@IsabelleRicher/status/524272168495243264,Profil témoin,,@IsabelleRicher
De 25 à 30 policiers ont été impliqués dans ces démarches sans compter le personnel de Postes Canada qui est intervenu. #Magnotta,10/20/2014,https://twitter.com/#!/@IsabelleRicher/status/524271539756498944,colis,,@IsabelleRicher
Les témoins se succèdent au procès #Magnotta et décrivent les démarches pour intercepter les colis envoyés au PCC et au PLC.,10/20/2014,https://twitter.com/#!/@IsabelleRicher/status/524271259652485120,colis,,@IsabelleRicher
"Ce paquet dégageait une odeur de pourriture, dit Mme Byrne qui a prévenu la police. #Magnotta",10/20/2014,https://twitter.com/#!/@IsabelleRicher/status/524208029290725376,colis,,@IsabelleRicher
"Procès #Magnotta : la dir. des opérations politiques du parti conservateur du Canada, Jenny Byrne, a reçu un colis en mai 12.",10/20/2014,https://twitter.com/#!/@IsabelleRicher/status/524207645348347904,arrestation,,@IsabelleRicher
"Sur ce, juge s'adresse aux jurés. On ne comprend rien de ce qu'il dit, lui qui dit pourtant aux avocats de parler dans leur micro #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524642344067678209,procedure,,@MessierSRC
Fin du contre-interrogatoire du journaliste Alex West. #Magnotta,10/21/2014,https://twitter.com/#!/MessierSRC/status/524642109962592256,procedure,,@MessierSRC
West ajoute que le regard de #Magnotta sur cette photo est en partie absent (slightly vacant).,10/21/2014,https://twitter.com/#!/MessierSRC/status/524641615101825024,-,,@MessierSRC
"Leclair veut maintenant que West interprète le regard de #Magnotta sur photo prise dans l'entrevue. «Il fixe intensément», dit-il",10/21/2014,https://twitter.com/#!/MessierSRC/status/524641334851022848,,,@MessierSRC
Leclair suggère que cela s'explique peut-être par la visite de West à #Magnotta,10/21/2014,https://twitter.com/#!/MessierSRC/status/524640678417268736,Paris,,@MessierSRC
"Après l'entrevue avec #Magnotta à l'hôtel Fusilier, West l'a vu descendre avec deux policiers en civils. A pris taxi.",10/21/2014,https://twitter.com/#!/MessierSRC/status/524640457415200768,,,@MessierSRC
"Dans courriel envoyé au Sun, Leclair croit reconnaître d'autres propos tenus dans un film par... Greta Garbo #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524638613372698624,passe,,@MessierSRC
Courriel envoyé au Sun fait référence à un journaliste sexy. West croit qu'il était question de lui. #Magnotta,10/21/2014,https://twitter.com/#!/MessierSRC/status/524637397301350400,passe,,@MessierSRC
"Le courriel reçu par le Sun le 10 déc. 2011, vous l'avez pris au sérieux? Oui et non. Ça semblait sorti tout droit d'un film. #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524636792327532544,passe,,@MessierSRC
"West auj. incertain que ça vient du film. Magnotta a aussi utilisé nom Trammel à Berlin, nom du perso. principal dans même film #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524635992209514496,passe,,@MessierSRC
"«Killing is not like smoking. With smoking, you can quit»' disait courriel reçu par Sun.West croit que ça vient de Basic Instinct #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524635678362324992,passe,,@MessierSRC
«People framed me» a dit #Magnotta à West en déc. 2011. West dit qu'il ne le croyait pas. Il croyait qu'il était l'auteur des vidéos.,10/21/2014,https://twitter.com/#!/MessierSRC/status/524635132867911680,passe,,@MessierSRC
"«J'ai senti qu'il y avait quelque chose (...) qui n'était pas normal avec lui» dit West, en parlant de #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524634385212260352,passe,,@MessierSRC
"West semble souvent interloqué en écoutant les questions de l'avocat de #Magnotta. Souvent, il ne les comprend pas...",10/21/2014,https://twitter.com/#!/MessierSRC/status/524633789809831937,passe,,@MessierSRC
West dit croire que c'est lui qui a fourni l'enregistrement audio de son entrevue avec #Magnotta aux documentaristes,10/21/2014,https://twitter.com/#!/MessierSRC/status/524633236350435328,passe,,@MessierSRC
"West a utilisé escalier de secours pour aller rencontrer #Magnotta. Leclair dit que ce n'est pas approprié. «Si vous le dites», répond West",10/21/2014,https://twitter.com/#!/MessierSRC/status/524632969403961344,passe,,@MessierSRC
"#Magnotta devait savoir qu'en parlant à un journaliste, ce qu'il disait allait/pouvait être rapporté, poursuit West.",10/21/2014,https://twitter.com/#!/MessierSRC/status/524632259811622913,arrestation,,@MessierSRC
"Je ne croyais pas que #Magnotta allait être candide si je lui disais que je l'enregistrais, dit West. Leclair y voir un piège, une embuscade",10/21/2014,https://twitter.com/#!/MessierSRC/status/524631928356741120,passe,,@MessierSRC
"C'est Rebecca Brooks (News of the World) qui vous appris ça? Non, c'est une pratique courante, nous protège contre contestation #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524631507777114112,passe,,@MessierSRC
"West répète qu'il a enregistré #Magnotta à son insu, grâce à un micro dissimulé dans la poche de son veston",10/21/2014,https://twitter.com/#!/MessierSRC/status/524631163466706944,passe,,@MessierSRC
"Sur ce, West tente de définir le mot personnage. Même le PM aurait pu être appelé ainsi, Thatcher aussi. La reine? Pas sûr... #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524629863991631873,passe,,@MessierSRC
Pourquoi utilisez vous le terme personnage (character) pour parler de #Magnotta? demande Leclair. West dit que c'est une façon de parler.,10/21/2014,https://twitter.com/#!/MessierSRC/status/524629470578487296,passe,,@MessierSRC
"L'extrait que fait jouer Leclair vient du documentaire Sex, Fame &amp; Murder, celui que le FFM a retiré de sa programmation cet été #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524628988770418688,passe,,@MessierSRC
"Vous aviez reçu un courriel ou plusieurs? On m'a dit que nous en avions reçu plusieurs, répond West #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524627684866142208,passe,,@MessierSRC
"Suggérez-vous que le courriel reçu au Sun venait de #Magnotta? «Non. Pas nécessairement», répond West.",10/21/2014,https://twitter.com/#!/MessierSRC/status/524627375905333249,passe,,@MessierSRC
West dit qu'il a retracé #Magnotta à Londres grâce à des informations anonymes que lui a transmis un de ses patrons.,10/21/2014,https://twitter.com/#!/MessierSRC/status/524627152512495617,passe,,@MessierSRC
"Me Leclair présente un extrait de cette entrevue afin, dit-il de rafraîchir la mémoire du témoin. #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524625509079347200,arrestation,,@MessierSRC
West a été interrogé dans le cadre d'un documentaire sur #Magnotta. Il ne se souvient du nom de l'individu à qui il a parlé.,10/21/2014,https://twitter.com/#!/MessierSRC/status/524625384542076928,passe,,@MessierSRC
"Leclair voudrait interroger West sur le scandale des écoutes électroniques au News on the World, mais le juge l'interdit. #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524624276696346625,passe,,@MessierSRC
"West dit que la Couronne l'a approché pour témoigner. Puis, il a reçu un subpoena pour témoigner, ce qui l'a surpris #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524622966278356993,passe,,@MessierSRC
"En mars 2013, West est venu à Montréal pour enquête préliminaire de #Magnotta. À l'évidence, il n'est pas présent pour le procès...",10/21/2014,https://twitter.com/#!/MessierSRC/status/524622472763936769,procedure,,@MessierSRC
West dit que Leclair n'a jamais répondu à sa demande d'entrevue avec #Magnotta,10/21/2014,https://twitter.com/#!/MessierSRC/status/524622138284990464,passe,,@MessierSRC
"Quelles questions vouliez-vous poser à #Magnotta? Je voulais faire le suivi de l'histoire, dit West. Dément qu'il voulait écrire un livre",10/21/2014,https://twitter.com/#!/MessierSRC/status/524621745333231616,passe,,@MessierSRC
West demandait à Leclair s'il était possible de faire une entrevue avec #Magnotta et demandait des détails sur déroulement du procès,10/21/2014,https://twitter.com/#!/MessierSRC/status/524621550444871681,passe,,@MessierSRC
Me Leclair présente un courriel que West lui a envoyé le 19 novembre 2012. #Magnotta,10/21/2014,https://twitter.com/#!/MessierSRC/status/524621322287325184,arrestation,,@MessierSRC
"Couronne a finalement terminé son interrogatoire. L'avocat de #Magnotta, Luc Leclair, contre-interroge Alex West.",10/21/2014,https://twitter.com/#!/MessierSRC/status/524620823689428993,procedure,,@MessierSRC
Jury de retour dans la salle d'audience. Procès #Magnotta reprend avec suite du témoignage du journaliste britannique Alex West,10/21/2014,https://twitter.com/#!/MessierSRC/status/524620420679729152,procedure,,@MessierSRC
"Procès #Magnotta devrait reprendre d'ici peu. Il est suspendu depuis la pause matinale, pour des raisons qui ne peuvent être dévoilées",10/21/2014,https://twitter.com/#!/MessierSRC/status/524618620069216256,procedure,,@MessierSRC
"Extrait du courriel reçu par le Sun le 10 décembre 2011. Alex West l'attribue à #Magnotta (5e et dernière partie) <a href=""http://t.co/XGVFbI4RUL"" target=""_blank"">http://t.co/XGVFbI4RUL</a>",10/21/2014,https://twitter.com/#!/MessierSRC/status/524589579970822144,-,,@MessierSRC
"Extrait du courriel reçu par le Sun le 10 décembre 2011. Alex West l'attribue à #Magnotta (4e partie) <a href=""http://t.co/ciwcQUABig"" target=""_blank"">http://t.co/ciwcQUABig</a>",10/21/2014,https://twitter.com/#!/MessierSRC/status/524589125610254336,-,,@MessierSRC
"Extrait du courriel reçu par le Sun le 10 décembre 2011. Alex West l'attribue à #Magnotta (3e partie) <a href=""http://t.co/iLIvtbmQyj"" target=""_blank"">http://t.co/iLIvtbmQyj</a>",10/21/2014,https://twitter.com/#!/MessierSRC/status/524588812002148352,-,,@MessierSRC
"Extrait du courriel reçu par le Sun le 10 décembre 2011. Alex West l'attribue à #Magnotta (2e partie) <a href=""http://t.co/yhoFXnGX29"" target=""_blank"">http://t.co/yhoFXnGX29</a>",10/21/2014,https://twitter.com/#!/MessierSRC/status/524588477892284417,-,,@MessierSRC
"Extrait du courriel reçu par le Sun le 10 décembre 2011. Alex West l'attribue à #Magnotta <a href=""http://t.co/JkCpbnvbEj"" target=""_blank"">http://t.co/JkCpbnvbEj</a>",10/21/2014,https://twitter.com/#!/MessierSRC/status/524588150262603776,-,,@MessierSRC
"West dit que le Sun a prévenu la police... Sur ce, objection de la défense. Jury quitte la salle. Pause matinale. #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524578772298002432,passe,,@MessierSRC
"Décrivez son langage non verbal? Il était sur la défensive, dit West. Nerveux, mais arrogant à la fois #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524578289978200065,,,@MessierSRC
"Couronne présente le courriel reçu par le Sun en décembre 2011, après rencontre West- #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524577422881341440,preuve,,@MessierSRC
West explique que John Kilbride est le nom d'une victime d'un tueur en série connu en Angleteterre. #Magnotta,10/21/2014,https://twitter.com/#!/MessierSRC/status/524577012116361217,,,@MessierSRC
"Le courriel, qui semblait venir de John Kilbride, semblait faire référence à cette conversation. On a cru qu'il venait de #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524576721950220289,passe,,@MessierSRC
"Le Sun n'a rien publié à la suite de cette entrevue. Mais deux jours plus tard, le tabloïd a reçu un courriel, dit West #Magnotta",10/21/2014,https://twitter.com/#!/MessierSRC/status/524576577737457664,passe,,@MessierSRC
West dit que le micro avec lequel il a enregistré #Magnotta était caché. Des photographies ont aussi été prises à son insu.,10/21/2014,https://twitter.com/#!/MessierSRC/status/524576156520288258,passe,,@MessierSRC
Fin de la conversation. #Magnotta n'aura rien cédé à West. Couronne reprend son interrogatoire du journaliste.,10/21/2014,https://twitter.com/#!/MessierSRC/status/524575809181597696,procedure,,@MessierSRC
