tweet,date,link,events,selected,journalist
"Temazepam: #Magnotta m'a dit au départ qu'il lui en restait de la prescription du Dr Weinstein... -Allard. C'était en 2010, note la Couronne",11/12/2014,https://twitter.com/#!/MessierSRC/status/532576807758077952,,,@MessierSRC
"Depuis août 2010, la maladie de #Magnotta prenait de plus en plus d'importance. Il ne prenait plus ses médicaments, rappelle Allard",11/12/2014,https://twitter.com/#!/MessierSRC/status/532576401111937025,,,@MessierSRC
"Si #Magnotta a menti au Dr Paris pour ne pas être hospitalisé, il peut mentir aussi pour ne pas aller en prison? demande la Couronne",11/12/2014,https://twitter.com/#!/MessierSRC/status/532575596975767553,,,@MessierSRC
"#Magnotta peut avoir un intérêt à masquer la vérité? «C'est évident», répond Allard. Il fait face à de graves accusations.",11/12/2014,https://twitter.com/#!/MessierSRC/status/532575302393028608,arrestation,,@MessierSRC
Couronne note que #Magnotta a menti au Dr Paris en disant aimer un homme qui n'existait pas.Se demande pourquoi ce n'est pas dans le rapport,11/12/2014,https://twitter.com/#!/MessierSRC/status/532575082716340225,,,@MessierSRC
Procès #Magnotta reprend. «C'est vrai qu'il y a des choses que je n'ai pas écrites par mon rapport» dit Allard. Ai essayé d'être structurée,11/12/2014,https://twitter.com/#!/MessierSRC/status/532574802826231808,procedure,,@MessierSRC
"Sur ce, pause au procès #Magnotta.",11/12/2014,https://twitter.com/#!/MessierSRC/status/532568292318527489,procedure,,@MessierSRC
"Couronne se demande pourquoi cette information n'est pas dans le rapport Allard. «Je vous le dis maintenant», répond-elle #Magnotta",11/12/2014,https://twitter.com/#!/MessierSRC/status/532568232222543872,,,@MessierSRC
"#Magnotta n'a pu dire pourquoi il avait saisi la scie avec un autre homme vue dans la vidéo, dit Allard.",11/12/2014,https://twitter.com/#!/MessierSRC/status/532568060524519426,arrestation,,@MessierSRC
#Magnotta m'a dit que «c'est possible» qu'il se soit servi de la scie sur Lin Jun. Se souvient cependant de s'être servi de couteaux -Allard,11/12/2014,https://twitter.com/#!/MessierSRC/status/532567740037742592,arrestation,,@MessierSRC
"Allard a posé des questions à #Magnotta sur scie oscillante. Il a dit qu'elle était là quand il a aménagé, qu'il l'avait gardé",11/12/2014,https://twitter.com/#!/MessierSRC/status/532567454254657536,,,@MessierSRC
"Allard répond que c'est vrai, mais dit que c'était souvent pour camoufler ses symptômes, éviter hospitalisation #Magnotta",11/12/2014,https://twitter.com/#!/MessierSRC/status/532566953094041600,,,@MessierSRC
Possible qu'il vous a menti? «M. #Magnotta c'est quelqu'un qui n'a pas de problème avec le mensonge?» demande la Couronne,11/12/2014,https://twitter.com/#!/MessierSRC/status/532566796684255232,,,@MessierSRC
"La valise en question contenait des lacérations, mais #Magnotta ne m'a pas dit pourquoi, dit Allard",11/12/2014,https://twitter.com/#!/MessierSRC/status/532566567331303424,,,@MessierSRC
"Allard n'a pas demandé pourquoi #Magnotta a peint la valise contenant une partie de corps, pourquoi il a mis un cadenas",11/12/2014,https://twitter.com/#!/MessierSRC/status/532566222559518721,,,@MessierSRC
"#Magnotta savait et sait encore que tuer, c'est mal, dit Allard. Mais il ne pouvait appliquer cette connaissance le soir du meurtre",11/12/2014,https://twitter.com/#!/MessierSRC/status/532565988009865216,arrestation,,@MessierSRC
"Une personne psychotique n'a pas même logique que les gens normaux, dit Allard. Autrement dit, il est normal que ça soit anormal #Magnotta",11/12/2014,https://twitter.com/#!/MessierSRC/status/532565531082387457,,,@MessierSRC
"Couronne note qu'il est possible que Lin Jun était mort quand #Magnotta est sorti à 2h06 le 25 mai, mais on ne le sait pas",11/12/2014,https://twitter.com/#!/MessierSRC/status/532565052822683648,,,@MessierSRC
"Allard dit qu'il pouvait s'installer une forme de calme après le meurtre. mais c'est une hypothèse, précise-t-elle #Magnotta",11/12/2014,https://twitter.com/#!/MessierSRC/status/532564700320780291,,,@MessierSRC
"Couronne se demande pourquoi #Magnotta est sorti après le meurtre, alors qu'il disait avoir vu voiture noire dont il avait peur",11/12/2014,https://twitter.com/#!/MessierSRC/status/532564370140979200,,,@MessierSRC
"#Magnotta ne m'a pas dit si Lin Jun était conscient quand il l'a frappé, ajoute Allard.",11/12/2014,https://twitter.com/#!/MessierSRC/status/532563788969824257,arrestation,,@MessierSRC
"#Magnotta ne m'a pas dit comment il a tranché la gorge de Lin Jun, même si j'ai insisté, dit Allard. Ne peut dire si victime a crié, résisté",11/12/2014,https://twitter.com/#!/MessierSRC/status/532563310231945216,arrestation,,@MessierSRC
"Satisfaite des réponses obtenues de #Magnotta sur meurtre? On aimerait tjrs tout savoir, dit Allard, mais c'est rarement ça qui arrive",11/12/2014,https://twitter.com/#!/MessierSRC/status/532562825513025536,,,@MessierSRC
Couronne fait ressortir qu'Allard n'a pas parlé avec des gens qui aurait côtoyé #Magnotta dans les jours avant le meurtre,11/12/2014,https://twitter.com/#!/MessierSRC/status/532562442178793472,,,@MessierSRC
"Couronne interroge Allard sur Ron, conjoint de #Magnotta en 09-10. Aurait été intéressant de lui parler, dit Allard, mais n'a pas été fait",11/12/2014,https://twitter.com/#!/MessierSRC/status/532561835971850240,,,@MessierSRC
Allard n'a jamais pu parler à la mère et la soeur de #Magnotta. Elle n'a pu parler qu'à son père,11/12/2014,https://twitter.com/#!/MessierSRC/status/532561454965460992,,,@MessierSRC
"Problème de compréhension entre vous et #Magnotta en raison de la langue. «Je ne pense pas», dit Allard.",11/12/2014,https://twitter.com/#!/MessierSRC/status/532561082481909760,procedure,,@MessierSRC
Allard dit avoir été embauchée par Me Leclair en novembre 2013. Elle ne connaissait pas les conclusions du Dr Watts sur #Magnotta,11/12/2014,https://twitter.com/#!/MessierSRC/status/532560582206324736,,,@MessierSRC
"Fin de l'interrogatoire de la Dre Allard. Elle est maintenant contre-interrogée par le procureur de la Couronne, Louis Bouthillier #Magnotta",11/12/2014,https://twitter.com/#!/MessierSRC/status/532560309920481282,procedure,,@MessierSRC
"Si #Magnotta avait voulu simuler, «il en aurait mis beaucoup plus», dit Allard. Mais ce n'était pas le cas, dit-elle",11/12/2014,https://twitter.com/#!/MessierSRC/status/532559874925031424,,,@MessierSRC
"Pour moi, c'est compatible avec le délire, dit Allard. Bref, #Magnotta délirait davantage avec Watts; ça c'est estompé avec son traitement",11/12/2014,https://twitter.com/#!/MessierSRC/status/532559328956645377,,,@MessierSRC
"Many est beaucoup + présent dans version fournie au Dr Watts, a dit par ex. que c'est Many qui a parlé d'un agent du gouvernement #Magnotta",11/12/2014,https://twitter.com/#!/MessierSRC/status/532559083573112832,,,@MessierSRC
Dre Allard revient sur les différentes versions des faits fournies par #Magnotta. L'une au psy Joel Watts; l'autre à elle-même,11/12/2014,https://twitter.com/#!/MessierSRC/status/532558687324610560,,,@MessierSRC
"Le fait que #Magnotta a pris un ou deux comprimés de temazepam le soir du meurtre n'est pas un facteur clé, selon Allard.",11/12/2014,https://twitter.com/#!/MessierSRC/status/532558263595069440,,,@MessierSRC
"Allard sur le temazepam: c'est pour diminuer l'anxiété/induire le sommeil. #Magnotta en avait depuis longtemps, devait être tolérant",11/12/2014,https://twitter.com/#!/MessierSRC/status/532558051661070336,,,@MessierSRC
Allard ajoute avoir exclu un cas de psychose toxique (induite par les drogues) dans le cas de #Magnotta.,11/12/2014,https://twitter.com/#!/MessierSRC/status/532557720952782848,,,@MessierSRC
La Dre Allard admet qu'elle travaille surtout pour la défense #Magnotta,11/12/2014,https://twitter.com/#!/MessierSRC/status/532557397118959617,,,@MessierSRC
"Depuis 15 ans, Allard dit avoir fait 850-900 évaluations à la demande de la cour. Non responsabilité criminelle et dangerosité #Magnotta",11/12/2014,https://twitter.com/#!/MessierSRC/status/532557165404643328,,,@MessierSRC
Allard répète que c'est un «mythe de penser que schizophrénie est toujours synonyme de désorganisation». Donne des exemples #Magnotta,11/12/2014,https://twitter.com/#!/MessierSRC/status/532555618658549761,,,@MessierSRC
"#Magnotta a certains comportements antisociaux, mais n'a pas une personnalité antisociale comme tel, dit Allard",11/12/2014,https://twitter.com/#!/MessierSRC/status/532555272708173824,arrestation,,@MessierSRC
"#Magnotta a aussi traits histrioniques, i.e. une personnalité théâtrale, dit Allard. Il utilisait son apparence pour avoir de l'attention",11/12/2014,https://twitter.com/#!/MessierSRC/status/532554612159832064,arrestation,,@MessierSRC
"Mettre la vidéo sur Internet peut être vu comme un trait de narcissisme, mais Allard associe plus ça à sa psychose #Magnotta",11/12/2014,https://twitter.com/#!/MessierSRC/status/532553819641896960,,,@MessierSRC
#Magnotta ne remplit pas tous les critères d'une personnalité narcissique. Ne s'attendait pas à être traité de façon spéciale par ex -Allard,11/12/2014,https://twitter.com/#!/MessierSRC/status/532553370712940544,arrestation,,@MessierSRC
"Dre Allard a aussi trouvé des traits de personnalité narcissiques chez #Magnotta: cherche l'admiration de sa famille, par exemple",11/12/2014,https://twitter.com/#!/MessierSRC/status/532552702174441473,,,@MessierSRC
"Dre Allard dit qu'on voit des traits de troubles du genre chez des personnages d'Unité 9, dans le film Borderline...",11/12/2014,https://twitter.com/#!/MessierSRC/status/532552127131181056,,,@MessierSRC
"«Faut faire attention», mais j'ai trouvé certains symptômes de troubles de la personnalité chez lui: triste, anxieux, etc. -Allard #Magnotta",11/12/2014,https://twitter.com/#!/MessierSRC/status/532551846934904832,,,@MessierSRC
"Dre Allard a posé diagnostic de trouble de la personnalité pour #Magnotta, mais il faudrait qu'il soit traité et stable pour le confirmer",11/12/2014,https://twitter.com/#!/MessierSRC/status/532551475411812352,,,@MessierSRC
"Mis à part le Dr Paris du Jewish, aucun psy n'a posé un diagnostic de trouble de la personnalité pour #Magnotta, dit Dre Allard.",11/12/2014,https://twitter.com/#!/MessierSRC/status/532551146716790785,,,@MessierSRC
"Sur la vidéo filmée après le meurtre, ajoute la Dre Allard, on voit que #Magnotta n'est «pas excité sexuellement»",11/12/2014,https://twitter.com/#!/MessierSRC/status/532550674228473858,,,@MessierSRC
"Dre Allard a exclu que #Magnotta souffre de sadisme sexuel. Aucune preuve à ce sujet, dit-elle. L'accusé le nie d'ailleurs.",11/12/2014,https://twitter.com/#!/MessierSRC/status/532550365913559040,,,@MessierSRC
"Au Novotel, #Magnotta est calme, comportement approprié. «Ce n'est pas incompatible avec la maladie mentale», dit Allard",11/12/2014,https://twitter.com/#!/MessierSRC/status/532549410098782208,,,@MessierSRC
"«Les gens n'ont pas une étiquette de maladie mentale dans le front», ajoute Dre Allard. Dans certains cas, aucun signe apparent #Magnotta",11/12/2014,https://twitter.com/#!/MessierSRC/status/532549188710838272,,,@MessierSRC
"Peut-on reconnaître un schizophrène par son comportement extérieur? demande l'avocat de #Magnotta. «Ça dépend», répond Allard.",11/12/2014,https://twitter.com/#!/MessierSRC/status/532549006594158592,,,@MessierSRC
Aucun commentaire de la Dre Allard sur vidéos de #Magnotta au terminal Eurolines ou du Novotel. On lui montre d'autres images.,11/12/2014,https://twitter.com/#!/MessierSRC/status/532548479210774528,,,@MessierSRC
On passe maintenant aux vidéos de #Magnotta filmées au Novotel de Paris le 27 mai 2012.,11/12/2014,https://twitter.com/#!/MessierSRC/status/532547952657846272,,,@MessierSRC
L'avocat de #Magnotta se demande si on peut déterminer une psychose à partir des comportements constatés.,11/12/2014,https://twitter.com/#!/MessierSRC/status/532544696678371328,Paris,,@MessierSRC
"On regarde maintenant des extraits captés le 31 mai 2012 au terminal Eurolines, à Paris. #Magnotta s'en allait à Berlin",11/12/2014,https://twitter.com/#!/MessierSRC/status/532544505225158656,video,,@MessierSRC
"Une étude italienne a montré que les schizophrènes tendent à voir des visages affreux, des illusions, dit Allard #Magnotta",11/12/2014,https://twitter.com/#!/MessierSRC/status/532543988163940352,,,@MessierSRC
Allard évoque le «mirror sign»: la tendance des schizophrènes à se regarder dans le miroir #Magnotta,11/12/2014,https://twitter.com/#!/MessierSRC/status/532543807712411648,,,@MessierSRC
"#Magnotta était très préoccupé par son apparence, dit Allard. Avait l'impression d'être étrange, jamais correct",11/12/2014,https://twitter.com/#!/MessierSRC/status/532543350424219648,arrestation,,@MessierSRC
"La Dre Allard note que #Magnotta apparaît calme, pas de comportements désorganisés, se regarde dans le miroir.",11/12/2014,https://twitter.com/#!/MessierSRC/status/532543126515507200,,,@MessierSRC
On regarde des extraits de caméras de surveillance montrant #Magnotta. En commençant par celles captées immédiatement après le meurtre,11/12/2014,https://twitter.com/#!/MessierSRC/status/532542852912648193,video,,@MessierSRC
Procès #Magnotta reprend. Nous en sommes toujours à l'interrogatoire de l'experte en psychiatrie légale Marie-Frédérique Allard,11/12/2014,https://twitter.com/#!/MessierSRC/status/532541980367388672,procedure,,@MessierSRC
La musique qui accompagne la vidéo est celle du film American Psycho. Mais #Magnotta dit que ça n'a pas rapport.,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532645409009971200,,,@IsabelleRicher
Pourquoi avoir mis cette vidéo sur un site gore ? Pas d'explications sinon que pour faire peur au gouvernement. #Magnotta,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532642542622621696,,,@IsabelleRicher
"Dans la vidéo mise en ligne, aucune séquence où on voit son visage alors que vidéo jetée aux poubelles, on voit #Magnotta il ne sait pas",11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532642214141521921,,,@IsabelleRicher
"#Magnotta a abandonné bcp de vêtements en France mais il a gardé la casquette de la victime. Étrange s'il en avait peur, non? Psy sait pas.",11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532639865511620608,passe,,@IsabelleRicher
Pourquoi portait-il la casquette de Lin Jun? Son chandail ? #Magnotta n'avait pas d'explications. Était-ce un trophée? La psy l'ignore,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532639241436934144,,,@IsabelleRicher
Mais ça peut aussi être pour tromper les agents qui lui voulaient du mal (selon son délire) #Magnotta,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532638413116424192,,,@IsabelleRicher
Puis #Magnotta jette des oreillers ds la poubelle et met des papiers par dessus. Ça peut ressembler à du camouflage dit la psy.,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532638038409883648,,,@IsabelleRicher
La psy dit que #Magnotta n'a pas fait le ménage de l'appartement ni camouflé son délit. Mais ne peut dire pkoi a acheté draps neufs,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532637648595468288,,,@IsabelleRicher
#Magnotta se souvient d'avoir eu la scie ds les mains lorsqu'il est avec le jeune Colombien 1 sem avant meurtre. Sait pas pourquoi.,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532635280290107392,passe,,@IsabelleRicher
Contre interro de la psy reprend. #Magnotta,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532631906412920832,,,@IsabelleRicher
#Magnotta ne sait pas pourquoi il s'est servi de la scie avec le Colombien. Couronne demande pourquoi ce n'est pas dans le rapport de la psy,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532569999903580161,passe,,@IsabelleRicher
#Magnotta a dit avoir trouvé la scie rotative dans son appartement quand il a emménagé là.,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532569293620510720,passe,,@IsabelleRicher
Couronne souligne que #Magnotta ment souvent et à bien des gens.,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532567380317446144,,,@IsabelleRicher
La couronne souligne que #Magnotta n'a pas l'air trop nerveux pour qqun qui a peur d'une auto supposément garée pas loin,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532565157093060608,juridique,,@IsabelleRicher
#Magnotta a dit à la psy qu'il avait peur d'une voiture garée près de chez lui. Pourtant les caméras le montrent sortant de chez lui...,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532564898447097856,passe,,@IsabelleRicher
"#Magnotta a donné bien peu de détails sur le meurtre lui-même. Si Lin Jun a crié, s'est débattu. Il n'a pas fourni d'explications",11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532563842535268354,passe,,@IsabelleRicher
La psy n'a pas réussi à parler à la sœur ni à la mère de #Magnotta ni à ses anciens amants.,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532563209585459200,,,@IsabelleRicher
"2/2 ce n'était d'aucune aide, souligne la couronne.",11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532562587138158592,,,@IsabelleRicher
"1/2 Parmi les gens consultés pour son évaluation, la psy a parlé à une amie de #Magnotta qui l'a connu après les événements.",11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532562276080160768,,,@IsabelleRicher
Le témoignage en chef de la psychiatre Allard est terminé. On passe au contre interrogatoire. #Magnotta,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532560187497144321,procédure,,@IsabelleRicher
"«Mettre la vidéo sur internet ce n'était pas dans un but narcissique, pour se glorifier. Plutôt un but psychotique» selon psy #Magnotta",11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532554276120592384,,,@IsabelleRicher
"Appelée à commenter les images de #Magnotta à Dorval ou au Novotel. Calme, conformiste. Pas incompatible avec schizophrénie selon elle.",11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532551310139461632,,,@IsabelleRicher
La psychiatre Allard poursuit son témoignage. Dit que #Magnotta n'a pas agi par sadisme sexuel.,11/12/2014,https://twitter.com/#!/IsabelleRicher/status/532550801080995840,,,@IsabelleRicher
Prochain témoin de la défense sera le psy Joel Watts. Mais questions à régler avant de l'entendre. Fin de la journée. Hors jury #Magnotta,11/13/2014,https://twitter.com/#!/MessierSRC/status/533002268954873856,Profil témoin,,@MessierSRC
"Fin du témoignage de la Dre Allard, qui était à la barre depuis une semaine. Témoin entendu le plus longtemps jusqu'ici #Magnotta",11/13/2014,https://twitter.com/#!/MessierSRC/status/533001992445366274,procedure,,@MessierSRC
"Même si on pense qu'il veut attirer l'attention, il fallait une psychose pour l'amener à faire ce qu'il a fait, ajoute Allard #Magnotta",11/13/2014,https://twitter.com/#!/MessierSRC/status/533001753223249921,,,@MessierSRC
"Meutre de Lin Jun: «c'est clair que ce n'est pas une psychose toxique» (induite par la drogue) qui est en cause, dit Allard #Magnotta",11/13/2014,https://twitter.com/#!/MessierSRC/status/533001216897613825,,,@MessierSRC
"#Magnotta craignait qu'on l'empêcherait de partir en France s'il était hospitalisé, répète Allard. C'est ce qui explique sa version",11/13/2014,https://twitter.com/#!/MessierSRC/status/533000301109063680,arrestation,,@MessierSRC
"Mais en entrevue, il a craint d'être hospitalisé s'il évoquait symptômes psychotiques. Il a donc parlé de consommation de drogue #Magnotta",11/13/2014,https://twitter.com/#!/MessierSRC/status/532999457894576128,,,@MessierSRC
"#Magnotta est allé au Jewish en avril 2012 parce qu'il se sentait souffrant, voulait de l'aide psychiatrique, entendait des voix -Allard",11/13/2014,https://twitter.com/#!/MessierSRC/status/532999145943228417,arrestation,,@MessierSRC
Procès #Magnotta reprend. Le contre-interro de la Dre Allard est terminé. La défense a d'autres questions pour elle cependant.,11/13/2014,https://twitter.com/#!/MessierSRC/status/532997411896307712,procedure,,@MessierSRC
Pause de 15 minutes au procès #Magnotta.,11/13/2014,https://twitter.com/#!/MessierSRC/status/532992187890683904,,,@MessierSRC
"Allard avance que si #Magnotta avait voulu simuler sa maladie, il aurait pu le faire avec le Dr Paris dès avril 2012.",11/13/2014,https://twitter.com/#!/MessierSRC/status/532992064745902080,,,@MessierSRC
Les photos de Lin Jun sur l'ordi de #Magnotta ont été mises à la corbeille le 1er juin 2012. Mais Allard ne l'a pas interrogé là-dessus,11/13/2014,https://twitter.com/#!/MessierSRC/status/532991748763836417,video,,@MessierSRC
"«#Magnotta sait ce qu'il a fait, mais sa préoccupation n'est pas d'être arrêté par les policiers» après le meurtre, dit Allard",11/13/2014,https://twitter.com/#!/MessierSRC/status/532991408014372865,,,@MessierSRC
"Dans l'ordi de #Magnotta retrouvé à Berlin, il y avait des photos de Lin Jun mort et vivant, dit la Couronne.",11/13/2014,https://twitter.com/#!/MessierSRC/status/532991041553842176,,,@MessierSRC
#Magnotta dit avoir vu sa photo dans un journal allemand que lisait Rubert; Rubert dit avoir vu la photo sans qu'il ne soit là,11/13/2014,https://twitter.com/#!/MessierSRC/status/532990769423212544,arrestation,,@MessierSRC
Allard n'a pas confronté #Magnotta sur le fait que sa version des évènements à Berlin diffère de celle de Frank Rubert,11/13/2014,https://twitter.com/#!/MessierSRC/status/532990554116984834,,,@MessierSRC
Allard répète que #Magnotta a dit ne pas se préoccuper de la police à Paris et Berlin. Craignait plutôt d'être recherché par le gvt -Allard,11/13/2014,https://twitter.com/#!/MessierSRC/status/532990288755961856,,,@MessierSRC
"Dans la version à Watts, #Magnotta dit que c'est Manny qui lui a demandé de ligoter Lin Jun, lui aurait demander de regarder dehors -Allard",11/13/2014,https://twitter.com/#!/MessierSRC/status/532989809971982336,,,@MessierSRC
"Dans la version de #Magnotta à Watts, Manny est très présent lors du crime; il l'est beaucoup moins dans la version qu'il m'a donnée -Allard",11/13/2014,https://twitter.com/#!/MessierSRC/status/532989381876146176,,,@MessierSRC
Couronne interroge sur Allard sur les différences entre la version qu'elle a eue et celle obtenue par le psy Joel Watts. #Magnotta,11/13/2014,https://twitter.com/#!/MessierSRC/status/532989146475016192,,,@MessierSRC
"Le mari de Catherine Trammel dans Basic Instinct s'appelle Manny, dit la Couronne. Et on ne le voit jamais... #Magnotta",11/13/2014,https://twitter.com/#!/MessierSRC/status/532988733961019392,,,@MessierSRC
"Couronne dit que dans le film, le pic à glace est argent. Mais Allard n'a pas demandé à #Magnotta pourquoi il a peint son tournevis argent",11/13/2014,https://twitter.com/#!/MessierSRC/status/532988519246229504,procedure,,@MessierSRC
"Allard interrogée sur Basic Instinct, la fascination de #Magnotta pour l'actrice Sharon Stone, qui joue le rôle de... Catherine Trammel",11/13/2014,https://twitter.com/#!/MessierSRC/status/532988167650308097,,,@MessierSRC
"Courriel au Sun : «it was a very stupid e-mail» m'a dit #Magnotta. Pas de préméditation selon lui, ajoute Allard, qui note le ton théâtral",11/13/2014,https://twitter.com/#!/MessierSRC/status/532987560516386816,,,@MessierSRC
Allard confirme que #Magnotta a admis que courriel au Sun incluait phrase extraite de Basic Instinct: «killing is not like smoking...»,11/13/2014,https://twitter.com/#!/MessierSRC/status/532986834339782656,,,@MessierSRC
"Couronne se demande pourquoi il n'a pas signé. Dit qu'il utilisait ton arrogant, menaçant dégradant. Allard en convient. #Magnotta",11/13/2014,https://twitter.com/#!/MessierSRC/status/532986359565533184,,,@MessierSRC
Kilbride était la victime d'un couple de tueurs en série dit Allard. Elle dit que #Magnotta a écrit courriel pour qu'on le laisse tranquille,11/13/2014,https://twitter.com/#!/MessierSRC/status/532986127100428289,,,@MessierSRC
"Pourquoi #Magnotta a utilisé le nom John Kilbride pour ce courriel? Il m'a dit que c'était une histoire qu'il connaissait, dit Allard",11/13/2014,https://twitter.com/#!/MessierSRC/status/532985717178507265,,,@MessierSRC
"Allard ne peut dire pourquoi #Magnotta n'a pas écrit directement à West, et ce, 48 heures après leur rencontre. Ne lui a pas demandé",11/13/2014,https://twitter.com/#!/MessierSRC/status/532985419806556160,,,@MessierSRC
"Rencontre avec journaliste West à Londres : #Magnotta était fâché de son attitude, d'avoir été expuslé de son hôtel, dit Allard",11/13/2014,https://twitter.com/#!/MessierSRC/status/532985246720208896,,,@MessierSRC
Jury de retour dans la salle. Couronne poursuit son contre-interro de la Dre Allard. #Magnotta,11/13/2014,https://twitter.com/#!/MessierSRC/status/532984779910963200,procedure,,@MessierSRC
"Avec le journaliste Alex West, comment #Magnotta a-t-il réalisé qu'il était enregistré? demande la Couronne. Juge demande au jury de quitter",11/13/2014,https://twitter.com/#!/MessierSRC/status/532983794291445760,,,@MessierSRC
Juge confirme au jury que le procès siégera demain. Souligne que procès pourrait se poursuivre la 1ère semaine de décembre aussi #Magnotta,11/13/2014,https://twitter.com/#!/MessierSRC/status/532982478085320705,,,@MessierSRC
"Procès #Magnotta reprend, avec le jury, mais aussi avec 25 minutes de retard sur l'heure prévue.",11/13/2014,https://twitter.com/#!/MessierSRC/status/532981432600518656,procedure,,@MessierSRC
Pause du midi à #Magnotta. Discussion hors jury.,11/13/2014,https://twitter.com/#!/MessierSRC/status/532949408770699264,video,,@MessierSRC
«Si j'exclus sa version des faits (...) il y a quand même plusieurs indices qui me font dire qu'il était psychotique» -Allard #Magnotta,11/13/2014,https://twitter.com/#!/MessierSRC/status/532949203006545920,,,@MessierSRC
"Or, dit Allard, on sait qu'une psychose empire si elle n'est pas traîtée, ajoute-t-elle #Magnotta",11/13/2014,https://twitter.com/#!/MessierSRC/status/532948850571755520,,,@MessierSRC
"Allard répond que #Magnotta ne consommait plus d'antipsychotiques depuis 2010. Considéré psychotique en janv. 2011, etc.",11/13/2014,https://twitter.com/#!/MessierSRC/status/532948591242141696,,,@MessierSRC
"«Est-ce qu'il fait prendre pour acquis que, quand M. #Magnotta vous parle, il dit la vérité?», demande la Couronne à Allard",11/13/2014,https://twitter.com/#!/MessierSRC/status/532948308231471104,,,@MessierSRC
"#Magnotta n'a pu me donner une réponse logique pour expliquer pourquoi partie de corps envoyée au parc Angrignon, après le reste -Allard",11/13/2014,https://twitter.com/#!/MessierSRC/status/532947728989687808,arrestation,,@MessierSRC
"«Il n'y a aucun doute pour le diagnostic de schizophrénie» pour #Magnotta, assure la Dre Allard.",11/13/2014,https://twitter.com/#!/MessierSRC/status/532946447348826114,,,@MessierSRC
"Mais «ça ne veut pas dire qu'il me faisait confiance. Il ne me connaissait pas», ajoute la Dre Allard #Magnotta",11/13/2014,https://twitter.com/#!/MessierSRC/status/532945636166225920,,,@MessierSRC
"Quand je l'ai vu, #Magnotta savait que j'étais embauché par son avocat, dit Allard. Couronne souligne qu'il avait déjà vu Dr Watts aussi",11/13/2014,https://twitter.com/#!/MessierSRC/status/532945401914351616,,,@MessierSRC
"Allard dit qu'elle a posé certaines questiosn à #Magnotta après son rapport, pour avoir d'autres réponses, faire des vérifications, etc",11/13/2014,https://twitter.com/#!/MessierSRC/status/532944818750902272,,,@MessierSRC
"Encore une fois, Couronne demande pourquoi ce n'est pas dans le rapport d'Allard. La psy dit qu'elle le révèle en témoignant #Magnotta",11/13/2014,https://twitter.com/#!/MessierSRC/status/532944573572870144,ambiance,,@MessierSRC
"Avez-vs demandé pquoi il a infligé sévice à Lin avec bouteille de vin? Il entendait «fuck it», mais pas excité, d'où bouteille, dit Allard",11/13/2014,https://twitter.com/#!/MessierSRC/status/532944368475582465,,,@MessierSRC
"Lui avez-vous demandé pourquoi il avait abandonné des choses à Paris? Il m'a dit qu'il voulait repartir sa vie, répond Allard #Magnotta",11/13/2014,https://twitter.com/#!/MessierSRC/status/532943833127206912,,,@MessierSRC
"Selon Allard, #Magnotta n'a pas utilisé passeport mais au autre docuement à l'hôtel Soummam et billet pour Berlin",11/13/2014,https://twitter.com/#!/MessierSRC/status/532943636301086720,,,@MessierSRC
Faux passeport au nom de Kirk Trammel? Allard dit que #Magnotta lui a dit n'avoir qu'un passeport canadien.,11/13/2014,https://twitter.com/#!/MessierSRC/status/532943467711057920,,,@MessierSRC
"#Magnotta m'a dit qu'il voulait refaire sa vie à Paris, d'où l'utilisation de Kirk Trammel, dit Allard.",11/13/2014,https://twitter.com/#!/MessierSRC/status/532943027237847041,arrestation,,@MessierSRC
"#Magnotta n'était pas craintif des policiers, dit Allard, contre-interrogée par Couronne.",11/13/2014,https://twitter.com/#!/MessierSRC/status/532942464412581889,arrestation,,@MessierSRC
"#Magnotta craignait que Robert le trouve bizarre, croyait qu'il ne l'avait pas aimé, donc, il s'est loué chambre, dit Allard",11/13/2014,https://twitter.com/#!/MessierSRC/status/532942280630763520,arrestation,,@MessierSRC
Couronne revient sur volonté de #Magnotta d'aller vivre chez JC Robert à Paris. Alors pourquoi louer chambre hôtel pour 9 jours?,11/13/2014,https://twitter.com/#!/MessierSRC/status/532942053005873152,,,@MessierSRC
